Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV
5,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('404','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('404','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo05.zip
6,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('404','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('404','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo07.zip
7,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('404','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('404','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo08.zip
8,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('404','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('404','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo09.zip
9,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('404','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('404','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo10.zip
10,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('404','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('404','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo11.zip
11,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('404','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('404','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo12.zip
12,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('404','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('404','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo13.zip
13,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('404','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('404','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo15.zip
14,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('404','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('404','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo16.zip
15,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('404','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('404','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo17.zip
16,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('404','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('404','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo18.zip
17,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('404','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('404','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo22.zip
18,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('404','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('404','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo23.zip
19,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('404','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('404','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo24.zip
20,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('404','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('404','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo25.zip
21,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('404','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('404','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo26.zip
22,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('404','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('404','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo27.zip
23,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('404','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('404','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo28.zip
24,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('404','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('404','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo34.zip
25,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('404','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('404','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo37.zip
26,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('404','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('404','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo77.zip
27,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('404','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('404','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo78.zip
28,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('404','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('404','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo84.zip
29,2013,55,404,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('404','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('404','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/404-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/404-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/404-Modulo85.zip
1,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('440','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('440','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo01.zip
2,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('440','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('440','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo02.zip
3,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('440','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('440','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo03.zip
4,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('440','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('440','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo04.zip
5,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('440','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('440','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo05.zip
6,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('440','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('440','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo07.zip
7,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('440','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('440','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo08.zip
8,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('440','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('440','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo09.zip
9,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('440','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('440','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo10.zip
10,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('440','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('440','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo11.zip
11,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('440','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('440','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo12.zip
12,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('440','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('440','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo13.zip
13,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('440','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('440','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo15.zip
14,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('440','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('440','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo16.zip
15,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('440','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('440','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo17.zip
16,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('440','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('440','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo18.zip
17,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('440','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('440','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo22.zip
18,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('440','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('440','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo23.zip
19,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('440','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('440','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo24.zip
20,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('440','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('440','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo25.zip
21,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('440','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('440','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo26.zip
22,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('440','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('440','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo27.zip
23,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('440','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('440','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo28.zip
24,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('440','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('440','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo34.zip
25,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('440','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('440','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo37.zip
26,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('440','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('440','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo77.zip
27,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('440','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('440','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo78.zip
