,Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,DBF,CSV
0,1,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,699,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('495','699','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('495','699')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo699.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo699.zip,
1,2,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,699,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('495','699','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('495','699')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo699.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo699.zip,
2,3,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,700,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('495','700','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('495','700')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo700.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo700.zip,
3,4,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,700,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('495','700','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('495','700')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo700.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo700.zip,
4,5,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,701,"CAPÍTULO 300 : DISCAPACIDAD, PROGRAMAS SOCIALES, EDUCACIÓN Y AUTOIDENTIFICACIÓN ÉTNICA",,,,,"javascript:VerPreguntas('495','701','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+DISCAPACIDAD%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N+Y+AUTOIDENTIFICACI%D3N+%C9TNICA')","javascript:VerFicha('495','701')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo701.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo701.zip,
5,6,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,701,"CAPÍTULO 300 : DISCAPACIDAD, PROGRAMAS SOCIALES, EDUCACIÓN Y AUTOIDENTIFICACIÓN ÉTNICA",,,,,"javascript:VerPreguntas('495','701','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+DISCAPACIDAD%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N+Y+AUTOIDENTIFICACI%D3N+%C9TNICA')","javascript:VerFicha('495','701')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo701.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo701.zip,
6,7,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,702,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('495','702','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('495','702')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo702.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo702.zip,
7,8,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,702,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('495','702','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('495','702')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo702.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo702.zip,
8,9,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,703,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('495','703','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('495','703')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo703.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo703.zip,
9,10,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,703,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('495','703','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('495','703')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo703.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo703.zip,
10,11,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,704,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('495','704','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('495','704')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo704.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo704.zip,
11,12,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,704,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('495','704','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('495','704')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo704.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo704.zip,
12,13,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,705,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('495','705','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('495','705')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo705.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo705.zip,
13,14,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,705,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('495','705','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('495','705')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo705.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo705.zip,
14,15,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,706,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('495','706','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('495','706')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo706.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo706.zip,
15,16,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,706,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('495','706','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('495','706')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo706.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo706.zip,
16,17,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,707,CAPÍTULO 1000 : MEDIO AMBIENTE Y PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('495','707','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A+MEDIO+AMBIENTE+Y+PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('495','707')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo707.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo707.zip,
17,18,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,707,CAPÍTULO 1000 : MEDIO AMBIENTE Y PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('495','707','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A+MEDIO+AMBIENTE+Y+PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('495','707')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo707.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo707.zip,
18,19,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,708,CAPÍTULO 100AB : TV PERU Y RADIO NACIONAL,,,,,"javascript:VerPreguntas('495','708','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100AB+%3A+TV+PERU+Y+RADIO+NACIONAL')","javascript:VerFicha('495','708')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo708.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo708.zip,
19,20,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,708,CAPÍTULO 100AB : TV PERU Y RADIO NACIONAL,,,,,"javascript:VerPreguntas('495','708','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100AB+%3A+TV+PERU+Y+RADIO+NACIONAL')","javascript:VerFicha('495','708')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo708.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo708.zip,
20,21,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,709,CAPÍTULO 200A : CARACTERÍSTICAS MIGRATORIAS Y REMESAS DEL HOGAR,,,,,"javascript:VerPreguntas('495','709','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200A+%3A+CARACTER%CDSTICAS+MIGRATORIAS+Y+REMESAS+DEL+HOGAR')","javascript:VerFicha('495','709')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo709.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo709.zip,
21,22,2015,18,495,Encuesta Nacional de Programas Presupuestales - ENAPRES,709,CAPÍTULO 200A : CARACTERÍSTICAS MIGRATORIAS Y REMESAS DEL HOGAR,,,,,"javascript:VerPreguntas('495','709','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200A+%3A+CARACTER%CDSTICAS+MIGRATORIAS+Y+REMESAS+DEL+HOGAR')","javascript:VerFicha('495','709')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/495-Modulo709.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/495-Modulo709.zip,
0,1,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1073,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('544','1073','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('544','1073')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1073.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1073.zip,
1,2,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1074,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('544','1074','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('544','1074')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1074.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1074.zip,
2,3,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1075,"CAPÍTULO 300 : DISCAPACIDAD, PROGRAMAS SOCIALES, EDUCACIÓN Y AUTOIDENTIFICACIÓN ÉTNICA",,,,,"javascript:VerPreguntas('544','1075','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+DISCAPACIDAD%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N+Y+AUTOIDENTIFICACI%D3N+%C9TNICA')","javascript:VerFicha('544','1075')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1075.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1075.zip,
3,4,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1076,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('544','1076','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('544','1076')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1076.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1076.zip,
4,5,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1077,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('544','1077','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('544','1077')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1077.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1077.zip,
5,6,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1078,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('544','1078','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('544','1078')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1078.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1078.zip,
6,7,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1079,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('544','1079','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('544','1079')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1079.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1079.zip,
7,8,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1080,"CAPÍTULO 800A : PATRIMONIO, SERVICIOS Y BIENES CULTURALES",,,,,"javascript:VerPreguntas('544','1080','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800A+%3A+PATRIMONIO%2C+SERVICIOS+Y+BIENES+CULTURALES')","javascript:VerFicha('544','1080')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1080.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1080.zip,
8,9,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1081,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('544','1081','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('544','1081')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1081.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1081.zip,
9,10,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1082,CAPÍTULO 1000 : MEDIO AMBIENTE Y PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('544','1082','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A+MEDIO+AMBIENTE+Y+PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('544','1082')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1082.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1082.zip,
10,11,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1083,CAPÍTULO 100AB. TV PERU Y RADIO NACIONAL,,,,,"javascript:VerPreguntas('544','1083','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100AB%2E+TV+PERU+Y+RADIO+NACIONAL')","javascript:VerFicha('544','1083')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1083.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1083.zip,
11,12,2016,18,544,Encuesta Nacional de Programas Presupuestales - ENAPRES,1084,CAPÍTULO 200A : CARACTERÍSTICAS MIGRATORIAS Y REMESAS DEL HOGAR,,,,,"javascript:VerPreguntas('544','1084','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200A+%3A+CARACTER%CDSTICAS+MIGRATORIAS+Y+REMESAS+DEL+HOGAR')","javascript:VerFicha('544','1084')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/544-Modulo1084.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/544-Modulo1084.zip,
0,1,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1235,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('596','1235','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('596','1235')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1235.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1235.zip,
1,2,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1236,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('596','1236','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('596','1236')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1236.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1236.zip,
2,3,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1237,"CAPÍTULO 300 : DISCAPACIDAD, PROGRAMAS SOCIALES, EDUCACIÓN Y AUTOIDENTIFICACIÓN ÉTNICA",,,,,"javascript:VerPreguntas('596','1237','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+DISCAPACIDAD%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N+Y+AUTOIDENTIFICACI%D3N+%C9TNICA')","javascript:VerFicha('596','1237')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1237.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1237.zip,
3,4,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1238,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('596','1238','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('596','1238')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1238.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1238.zip,
4,5,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1239,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('596','1239','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('596','1239')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1239.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1239.zip,
5,6,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1240,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('596','1240','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('596','1240')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1240.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1240.zip,
6,7,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1241,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('596','1241','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('596','1241')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1241.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1241.zip,
7,8,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1242,"CAPÍTULO 800A : PATRIMONIO, SERVICIOS Y BIENES CULTURALES",,,,,"javascript:VerPreguntas('596','1242','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800A+%3A+PATRIMONIO%2C+SERVICIOS+Y+BIENES+CULTURALES')","javascript:VerFicha('596','1242')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1242.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1242.zip,
8,9,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1243,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('596','1243','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('596','1243')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1243.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1243.zip,
9,10,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1244,CAPÍTULO 1000 : MEDIO AMBIENTE Y PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('596','1244','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A+MEDIO+AMBIENTE+Y+PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('596','1244')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1244.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1244.zip,
10,11,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1245,CAPÍTULO 100AB. TV PERU Y RADIO NACIONAL,,,,,"javascript:VerPreguntas('596','1245','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100AB%2E+TV+PERU+Y+RADIO+NACIONAL')","javascript:VerFicha('596','1245')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1245.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1245.zip,
11,12,2017,18,596,Encuesta Nacional de Programas Presupuestales - ENAPRES,1246,CAPÍTULO 200A : CARACTERÍSTICAS MIGRATORIAS Y REMESAS DEL HOGAR,,,,,"javascript:VerPreguntas('596','1246','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200A+%3A+CARACTER%CDSTICAS+MIGRATORIAS+Y+REMESAS+DEL+HOGAR')","javascript:VerFicha('596','1246')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/596-Modulo1246.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/596-Modulo1246.zip,
