,Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV,DBF
7,8,2011,5,290,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('290','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('290','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/290-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/290-Modulo72.zip
8,9,2011,5,290,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('290','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('290','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/290-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/290-Modulo73.zip
9,10,2011,5,290,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('290','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('290','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/290-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/290-Modulo74.zip
0,1,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,64,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('323','64','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('323','64')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo64.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo64.zip
1,2,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,65,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('323','65','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+de+la+Vivienda')","javascript:VerFicha('323','65')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo65.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo65.zip
2,3,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,66,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('323','66','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('323','66')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo66.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo66.zip
3,4,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,67,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('323','67','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('323','67')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo67.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo67.zip
4,5,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,69,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('323','69','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('323','69')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo69.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo69.zip
5,6,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,70,Inmunización y Salud,,,,,"javascript:VerPreguntas('323','70','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('323','70')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo70.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo70.zip
6,7,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,71,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('323','71','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('323','71')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo71.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo71.zip
7,8,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('323','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('323','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo72.zip
8,9,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('323','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('323','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo73.zip
9,10,2012,5,323,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('323','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('323','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/323-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/323-Modulo74.zip
0,1,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,64,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('407','64','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('407','64')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo64.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo64.zip
1,2,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,65,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('407','65','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+de+la+Vivienda')","javascript:VerFicha('407','65')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo65.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo65.zip
2,3,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,66,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('407','66','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('407','66')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo66.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo66.zip
3,4,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,67,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('407','67','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('407','67')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo67.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo67.zip
4,5,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,69,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('407','69','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('407','69')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo69.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo69.zip
5,6,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,70,Inmunización y Salud,,,,,"javascript:VerPreguntas('407','70','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('407','70')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo70.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo70.zip
6,7,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,71,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('407','71','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('407','71')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo71.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo71.zip
7,8,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('407','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('407','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo72.zip
8,9,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('407','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('407','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo73.zip
9,10,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('407','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('407','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo74.zip
10,11,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,413,Disciplina Infantil,,,,,"javascript:VerPreguntas('407','413','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('407','413')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo413.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo413.zip
11,12,2013,5,407,Encuesta Demográfica y de Salud Familiar - ENDES,414,Encuesta de salud,,,,,"javascript:VerPreguntas('407','414','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('407','414')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/407-Modulo414.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/407-Modulo414.zip
0,1,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,64,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('441','64','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('441','64')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo64.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo64.zip
1,2,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,65,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('441','65','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+de+la+Vivienda')","javascript:VerFicha('441','65')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo65.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo65.zip
2,3,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,66,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('441','66','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('441','66')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo66.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo66.zip
3,4,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,67,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('441','67','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('441','67')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo67.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo67.zip
4,5,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,69,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('441','69','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('441','69')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo69.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo69.zip
5,6,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,70,Inmunización y Salud,,,,,"javascript:VerPreguntas('441','70','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('441','70')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo70.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo70.zip
6,7,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,71,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('441','71','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('441','71')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo71.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo71.zip
7,8,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('441','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('441','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo72.zip
8,9,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('441','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('441','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo73.zip
9,10,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('441','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('441','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo74.zip
10,11,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,413,Disciplina Infantil,,,,,"javascript:VerPreguntas('441','413','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('441','413')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo413.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo413.zip
11,12,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,414,Encuesta de salud,,,,,"javascript:VerPreguntas('441','414','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('441','414')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo414.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo414.zip
12,13,2014,5,441,Encuesta Demográfica y de Salud Familiar - ENDES,569,Programas Sociales,,,,,"javascript:VerPreguntas('441','569','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('441','569')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/441-Modulo569.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/441-Modulo569.zip
0,1,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,64,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('504','64','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('504','64')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo64.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo64.zip
1,2,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,65,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('504','65','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+de+la+Vivienda')","javascript:VerFicha('504','65')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo65.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo65.zip
2,3,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,66,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('504','66','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('504','66')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo66.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo66.zip
3,4,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,67,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('504','67','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('504','67')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo67.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo67.zip
4,5,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,69,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('504','69','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('504','69')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo69.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo69.zip
5,6,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,70,Inmunización y Salud,,,,,"javascript:VerPreguntas('504','70','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('504','70')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo70.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo70.zip
6,7,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,71,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('504','71','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('504','71')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo71.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo71.zip
7,8,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('504','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('504','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo72.zip
8,9,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('504','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('504','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo73.zip
9,10,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('504','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('504','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo74.zip
10,11,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,413,Disciplina Infantil,,,,,"javascript:VerPreguntas('504','413','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('504','413')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo413.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo413.zip
11,12,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,414,Encuesta de salud,,,,,"javascript:VerPreguntas('504','414','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('504','414')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo414.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo414.zip
12,13,2015,5,504,Encuesta Demográfica y de Salud Familiar - ENDES,569,Programas Sociales,,,,,"javascript:VerPreguntas('504','569','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('504','569')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/504-Modulo569.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/504-Modulo569.zip
0,1,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,64,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('548','64','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('548','64')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo64.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo64.zip
1,2,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,65,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('548','65','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+de+la+Vivienda')","javascript:VerFicha('548','65')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo65.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo65.zip
2,3,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,66,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('548','66','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('548','66')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo66.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo66.zip
3,4,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,67,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('548','67','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('548','67')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo67.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo67.zip
4,5,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,69,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('548','69','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('548','69')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo69.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo69.zip
5,6,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,70,Inmunización y Salud,,,,,"javascript:VerPreguntas('548','70','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('548','70')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo70.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo70.zip
